NAME,AGE,YEAR,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS
George McNeill,48,2018,"$91,100 ",42,10,0,4,0,0,0,0,0,0,0,0,0
Zecheng Dou,27,2018,"$90,993 ",21,23,49,4,0,0,72.4,291.9,54.8,63.7,1.822,46.5,3.143
Matt Atkins,33,2018,"$89,104 ",44,21,52,6,0,0,71.5,301.4,57.5,63.5,1.788,45.7,3.5
D.J. Trahan,43,2018,"$85,595 ",46,8,0,4,0,0,0,0,0,0,0,0,0
Ken Duke,55,2018,"$82,161 ",33,15,0,6,0,0,0,0,0,0,0,0,0
Luke Donald,46,2018,"$81,989 ",42,9,0,3,0,0,0,0,0,0,0,0,0
Brandon Hagy,32,2018,"$76,817 ",39,3,0,2,0,0,0,0,0,0,0,0,0
Steve Marino,44,2018,"$76,616 ",36,6,0,3,0,0,0,0,0,0,0,0,0
Eric Axley,49,2018,"$69,125 ",33,7,0,4,0,0,0,0,0,0,0,0,0
John Senden,52,2018,"$68,604 ",25,7,0,4,0,0,0,0,0,0,0,0,0
Brian Davis,49,2018,"$60,851 ",20,12,0,5,0,0,0,0,0,0,0,0,0
Jim Herman,46,2018,"$46,962 ",13,9,0,3,0,0,0,0,0,0,0,0,0
Fred Couples,64,2018,"$46,200 ",18,1,0,1,0,0,0,0,0,0,0,0,0
S.Y. Noh,32,2018,"$44,516 ",19,1,0,1,0,0,0,0,0,0,0,0,0
Jason Bohn,50,2018,"$43,620 ",27,9,0,2,0,0,0,0,0,0,0,0,0
Colt Knost,38,2018,"$43,134 ",13,10,0,3,0,0,0,0,0,0,0,0,0
Dicky Pride,54,2018,"$42,810 ",30,11,0,3,0,0,0,0,0,0,0,0,0
Andrew Yun,--,2018,"$41,566 ",16,22,45,3,0,0,73,290.6,53.6,61.9,1.808,34.3,3.133
Tommy Gainey,48,2018,"$39,508 ",26,10,0,2,0,0,0,0,0,0,0,0,0
Troy Matteson,44,2018,"$39,000 ",28,7,0,1,0,0,0,0,0,0,0,0,0
Heath Slocum,50,2018,"$37,814 ",24,5,0,2,0,0,0,0,0,0,0,0,0
Mark Wilson,49,2018,"$33,348 ",9,11,0,3,0,0,0,0,0,0,0,0,0
Kyle Thompson,44,2018,"$24,878 ",10,22,46,2,0,0,72,285.3,63,62.4,1.797,51.3,3.261
Andrew Johnston,--,2018,"$24,448 ",5,2,0,1,0,0,0,0,0,0,0,0,0
Charlie Beljan,39,2018,"$21,344 ",7,9,0,2,0,0,0,0,0,0,0,0,0
Omar Uresti,55,2018,"$21,278 ",6,10,0,3,0,0,0,0,0,0,0,0,0
Angel Cabrera,54,2018,"$20,353 ",11,5,0,1,0,0,0,0,0,0,0,0,0
Derek Ernst,33,2018,"$20,353 ",11,3,0,1,0,0,0,0,0,0,0,0,0
Robert Allenby,52,2018,"$19,970 ",4,8,0,2,0,0,0,0,0,0,0,0,0
Kris Blanks,51,2018,"$18,998 ",6,6,0,2,0,0,0,0,0,0,0,0,0
John Daly,57,2018,"$18,362 ",5,7,0,2,0,0,0,0,0,0,0,0,0
Paul Goydos,59,2018,"$18,067 ",3,1,0,1,0,0,0,0,0,0,0,0,0
John Rollins,48,2018,"$15,598 ",4,9,0,2,0,0,0,0,0,0,0,0,0
Bob Estes,58,2018,"$15,431 ",7,8,0,1,0,0,0,0,0,0,0,0,0
Rick Lamb,--,2018,"$14,136 ",6,10,0,1,0,0,0,0,0,0,0,0,0
Chris Couch,50,2018,"$13,000 ",3,5,0,1,0,0,0,0,0,0,0,0,0
Cameron Beckman,54,2018,"$12,694 ",4,6,0,2,0,0,0,0,0,0,0,0,0
Arjun Atwal,50,2018,"$12,006 ",4,6,0,1,0,0,0,0,0,0,0,0,0
Charlie Wi,52,2018,"$10,878 ",7,6,0,1,0,0,0,0,0,0,0,0,0
Daniel Chopra,50,2018,"$8,784 ",6,6,0,1,0,0,0,0,0,0,0,0,0
Jay Don Blake,65,2018,"$7,595 ",3,1,0,1,0,0,0,0,0,0,0,0,0
Michael Bradley,57,2018,"$7,595 ",3,1,0,1,0,0,0,0,0,0,0,0,0
Olin Browne,64,2018,"$7,385 ",3,1,0,1,0,0,0,0,0,0,0,0,0
Jonathan Kaye,53,2018,"$7,004 ",2,3,0,1,0,0,0,0,0,0,0,0,0
Neal Lancaster,61,2018,"$6,930 ",2,1,0,1,0,0,0,0,0,0,0,0,0
Shaun Micheel,55,2018,"$6,930 ",2,4,0,1,0,0,0,0,0,0,0,0,0
Mike Weir,53,2018,"$5,760 ",2,6,0,1,0,0,0,0,0,0,0,0,0
Trevor Immelman,44,2018,"$5,520 ",1,2,0,1,0,0,0,0,0,0,0,0,0
Mark Hensby,51,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Jamie Donaldson,48,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Jay McLuen,--,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Eddie Olson,--,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Tayler Termeer,--,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Nordin Van Tilburg,--,2018,$0 ,0,2,0,1,0,0,0,0,0,0,0,0,0
Do Yeon Kim,--,2018,$0 ,0,1,0,1,0,0,0,0,0,0,0,0,0
Sophia Schubert,28,2018,$0 ,0,1,0,1,0,0,0,0,0,0,0,0,0
Sophia Schubert,--,2018,$0 ,0,1,0,1,0,0,0,0,0,0,0,0,0
Tomas Melo Gouveia,--,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Robin Williams,22,2018,$0 ,0,1,0,1,0,0,0,0,0,0,0,0,0
Julianne Alvarez,--,2018,$0 ,0,2,0,1,1,0,0,0,0,0,0,0,0
Wenyung Keh,--,2018,$0 ,0,2,0,1,0,0,0,0,0,0,0,0,0
Rose Zhang,20,2018,$0 ,0,1,0,1,0,0,0,0,0,0,0,0,0
Ji Young Kim,--,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Ji-Hyun2 Kim,32,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Solar Lee,--,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Ho-Yu An,--,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Ching Huang,--,2018,$0 ,0,1,0,0,0,0,0,0,0,0,0,0,0
Gyu Min Lee,--,2018,$0 ,0,1,0,1,0,0,0,0,0,0,0,0,0
Justin Thomas,30,2017,"$9,921,560 ",3000,25,79,18,12,5,69.4,309.7,55.1,67.2,1.694,48.2,4.481
Jordan Spieth,30,2017,"$9,433,033 ",2340,23,78,19,12,3,68.9,295.6,60,70,1.711,55.8,4.487
Dustin Johnson,39,2017,"$8,732,193 ",1720,20,70,17,8,4,69.6,315,57,69.5,1.755,44.3,3.986
Hideki Matsuyama,32,2017,"$8,380,570 ",1093,22,76,19,7,3,69.7,303.3,58.6,69,1.739,50.9,4.289
Jon Rahm,29,2017,"$6,123,248 ",1620,23,83,21,11,1,69.6,305.8,58.7,68.6,1.761,59.1,4.108
Rickie Fowler,35,2017,"$6,083,198 ",1253,21,77,18,10,1,68.7,300.3,63.9,67,1.721,68.7,4.221
Marc Leishman,40,2017,"$5,866,391 ",1441,25,90,22,7,2,69.7,298.6,57.9,67,1.759,53,3.811
Brooks Koepka,33,2017,"$5,612,397 ",1040,24,80,19,7,1,70.3,311.1,55.8,63.5,1.721,48.2,4.2
Kevin Kisner,40,2017,"$4,766,936 ",901,28,98,24,8,1,70.3,289.5,67.8,66.4,1.785,52.1,3.602
Brian Harman,37,2017,"$4,396,470 ",364,30,100,21,7,1,70.3,289.9,62.8,63.8,1.738,58.7,3.67
Pat Perez,48,2017,"$4,361,401 ",596,26,91,22,6,1,69.5,290.9,62,66.2,1.754,54.5,3.681
Xander Schauffele,30,2017,"$4,312,674 ",2151,28,92,18,4,2,70.1,306.8,58.8,68,1.758,53.9,3.859
Daniel Berger,30,2017,"$4,287,161 ",556,26,87,20,5,1,69.3,296.9,60,66.7,1.755,43.2,3.805
Matt Kuchar,45,2017,"$4,282,489 ",648,26,92,22,9,0,70,285.4,65.9,66.7,1.77,57.6,3.62
Justin Rose,43,2017,"$4,245,308 ",1080,18,65,15,8,0,68.8,300.9,58.3,68.1,1.77,55.9,4.031
Charley Hoffman,47,2017,"$4,161,008 ",473,31,108,23,6,0,70.4,298.7,58.6,66.6,1.757,53.1,3.917
Paul Casey,46,2017,"$3,906,974 ",920,24,90,23,9,0,69.7,297.5,64.1,70.1,1.763,39.2,3.867
Sergio Garcia,44,2017,"$3,522,476 ",441,17,62,16,3,1,69.9,301.9,62.3,69.6,1.781,53.1,3.661
Adam Hadwin,36,2017,"$3,455,012 ",362,28,98,21,5,1,70.6,291.3,63.2,65.1,1.753,61.1,3.633
Russell Henley,34,2017,"$3,413,876 ",792,27,98,22,5,1,69.4,298,63.7,67.8,1.754,46.1,3.806
Kyle Stanley,36,2017,"$3,402,106 ",366,29,100,22,5,1,69.9,296.5,68.6,70.4,1.776,47.7,3.8
Jason Dufner,46,2017,"$3,310,341 ",287,24,82,20,2,1,70.4,294.6,63.8,67.2,1.764,42.1,3.78
Webb Simpson,38,2017,"$3,209,646 ",527,28,99,23,6,0,70,286.5,66.3,65.5,1.763,61.5,3.677
Kevin Chappell,37,2017,"$3,149,615 ",352,27,91,21,5,1,70.2,305,58.8,65.2,1.779,42.8,3.648
Louis Oosthuizen,41,2017,"$3,105,422 ",0,18,62,16,4,0,70.7,296.3,61.3,65.2,1.787,61.2,3.258
Patrick Reed,33,2017,"$3,055,111 ",416,29,100,24,4,0,70.6,295.6,57.2,62.2,1.744,51.1,3.75
Gary Woodland,39,2017,"$2,980,226 ",321,26,90,22,5,0,69.7,307.6,59.3,69.5,1.807,60.7,3.644
Jason Day,36,2017,"$2,978,181 ",514,20,67,16,5,0,69.4,306.2,53.9,63.7,1.716,53.9,4.09
Jhonattan Vegas,39,2017,"$2,944,738 ",384,29,91,19,4,1,70.2,301.3,57.7,65.9,1.805,45.7,3.56
Brendan Steele,40,2017,"$2,907,095 ",0,25,85,20,4,1,69.7,300.4,62.9,67.3,1.785,43.3,3.765
Francesco Molinari,41,2017,"$2,875,850 ",0,21,72,17,5,0,70.1,292.4,70.1,67.3,1.768,53.8,3.861
Bill Haas,41,2017,"$2,842,173 ",0,25,85,20,4,0,70.2,293,59.3,67.9,1.792,53.6,3.471
Tony Finau,34,2017,"$2,838,629 ",510,29,105,24,8,0,69.2,309.2,57.5,69,1.764,52,3.952
Henrik Stenson,47,2017,"$2,769,771 ",0,15,46,9,3,1,67.1,0,0,0,0,0,3.826
Billy Horschel,37,2017,"$2,697,960 ",0,28,87,16,4,1,70.2,300.1,60.1,67.9,1.807,44.9,3.345
Si Woo Kim,28,2017,"$2,681,177 ",0,30,77,14,2,1,70.6,289.8,57,59.6,1.794,47.9,3.026
Charles Howell III,44,2017,"$2,606,383 ",0,23,82,20,5,0,70.1,296.9,54.7,67,1.772,51.4,3.512
Wesley Bryan,33,2017,"$2,495,751 ",0,28,91,18,5,1,70.9,279.8,57.9,60.5,1.748,55.3,3.396
Rory McIlroy,34,2017,"$2,430,182 ",0,14,48,12,6,0,70.1,317.2,55.1,65.6,1.772,63.2,3.854
Zach Johnson,48,2017,"$2,362,968 ",0,23,77,17,4,0,70.6,286.9,67.5,64.2,1.747,51.6,3.532
Mackenzie Hughes,33,2017,"$2,355,553 ",0,31,105,22,2,1,70.2,294.3,59.6,64.7,1.779,47,3.562
Hudson Swafford,36,2017,"$2,246,090 ",0,28,90,18,4,1,70.5,305.1,60.3,68.2,1.776,51.5,3.689
Charl Schwartzel,39,2017,"$2,156,036 ",0,18,60,14,3,0,70.8,299.1,54.3,61.8,1.763,57.6,3.617
Cameron Smith,30,2017,"$2,123,216 ",0,26,82,15,4,1,70.7,292.6,56.3,63.1,1.737,49.2,3.817
Phil Mickelson,53,2017,"$2,102,599 ",0,22,80,20,5,0,70.4,293.5,55,62.8,1.734,53.3,3.863
Ian Poulter,48,2017,"$2,098,346 ",0,20,68,15,2,0,70.1,283.5,62.6,64.5,1.778,59.3,3.456
Tommy Fleetwood,33,2017,"$2,094,455 ",0,10,32,8,3,0,71.2,0,0,0,0,0,3.188
Thomas Pieters,32,2017,"$2,058,070 ",0,12,33,7,4,0,68.5,0,0,0,0,0,3.667
Patrick Cantlay,32,2017,"$2,049,632 ",296,13,48,12,4,0,70,298.9,61.5,69.2,1.756,51.1,3.729
Lucas Glover,44,2017,"$1,955,823 ",0,26,90,20,4,0,70.2,298.6,65.4,69.9,1.782,49.3,3.7
Anirban Lahiri,36,2017,"$1,944,289 ",0,22,72,14,3,0,70.7,297,59.8,63.4,1.73,52.3,3.958
Sung Kang,36,2017,"$1,943,309 ",0,32,103,20,3,0,69.8,296.4,59.6,66.1,1.772,51.4,3.66
Keegan Bradley,37,2017,"$1,940,478 ",0,29,103,23,5,0,69.6,299.8,66.8,68.6,1.775,48.8,3.718
Ollie Schniederjans,30,2017,"$1,935,669 ",0,28,88,18,5,0,70.4,300.7,51.9,65.3,1.778,54.5,3.784
Rafa Cabrera Bello,39,2017,"$1,934,675 ",0,19,60,13,4,0,71.1,291.7,61.4,62.7,1.774,53.3,3.483
Jamie Lovemark,36,2017,"$1,886,972 ",0,28,97,22,4,0,69.6,304.9,57.4,66.1,1.77,53.2,3.68
Sean O'Hair,41,2017,"$1,873,856 ",0,25,84,17,5,0,70.9,297.5,60.6,66.4,1.778,51.4,3.595
James Hahn,42,2017,"$1,841,314 ",0,28,96,20,4,0,70.8,293.9,63.1,66.1,1.792,48,3.385
Chez Reavie,42,2017,"$1,819,207 ",0,28,95,20,4,0,70,285.2,71.4,67.3,1.756,52.3,3.674
Bryson DeChambeau,30,2017,"$1,817,054 ",0,31,90,14,2,1,69.9,299.4,58.3,65.5,1.785,46,3.567
Luke List,39,2017,"$1,813,219 ",0,31,98,19,3,0,70.1,311.5,55.6,69.1,1.78,46.4,3.99
Martin Laird,41,2017,"$1,759,706 ",0,25,83,17,5,0,70.5,296.9,65.7,65.9,1.765,47.2,3.47
Ryan Moore,41,2017,"$1,751,851 ",0,24,79,18,2,0,70.9,288,67.9,65,1.764,47.3,3.544
Scott Brown,40,2017,"$1,748,324 ",0,29,91,18,2,0,70.8,289,63.9,64.3,1.76,52.7,3.56
Kevin Na,40,2017,"$1,728,351 ",0,26,83,18,5,0,69.4,283.7,61.3,65.5,1.755,54.5,3.759
Adam Scott,43,2017,"$1,695,144 ",0,16,58,13,4,0,70.6,307,56.7,67,1.78,53.8,3.776
Russell Knox,38,2017,"$1,643,924 ",0,24,71,14,4,0,69.7,288.6,67.6,66.6,1.785,37.9,3.662
Kelly Kraft,35,2017,"$1,638,045 ",0,27,72,11,3,0,70.5,291.9,60.1,63.1,1.781,42.7,3.306
Brandt Snedeker,43,2017,"$1,625,806 ",0,15,50,12,4,0,70,281.6,63.6,67.1,1.752,56.3,4.06
Danny Lee,33,2017,"$1,611,331 ",0,32,91,16,4,0,69.3,291.1,62.7,66.1,1.751,53.7,3.703
Graham DeLaet,42,2017,"$1,603,666 ",0,25,76,15,6,0,70.4,301.1,63.7,68.6,1.781,40,3.618
Robert Streb,36,2017,"$1,588,287 ",0,30,94,18,3,0,70.7,294.3,57.6,65.2,1.772,45.7,3.447
Emiliano Grillo,31,2017,"$1,567,015 ",0,25,87,20,2,0,70.9,293.3,65.4,67,1.784,53.3,3.632
Bud Cauley,34,2017,"$1,553,685 ",0,28,88,17,5,0,70.3,295.9,60.1,67.4,1.771,46.8,3.591
Rod Pampling,54,2017,"$1,539,422 ",0,22,71,13,1,1,72,287.8,60.8,64,1.817,47.8,3.099
Kevin Tway,35,2017,"$1,472,613 ",0,27,88,19,3,0,70.5,309.2,52.5,64.7,1.766,45.7,3.636
Grayson Murray,30,2017,"$1,468,729 ",0,30,91,17,2,1,70.3,308.2,56,64,1.746,51.6,3.846
Stewart Cink,50,2017,"$1,463,922 ",0,26,93,20,3,0,70.1,296.7,55.1,68.8,1.764,38.4,3.86
Jonas Blixt,39,2017,"$1,408,288 ",0,25,70,11,1,1,71.2,288.8,60.1,61.5,1.741,55.3,3.486
J.B. Holmes,41,2017,"$1,353,584 ",0,23,76,18,2,0,71.1,307.5,51.3,62.6,1.766,42.9,3.711
Patrick Rodgers,31,2017,"$1,346,322 ",0,27,75,11,3,0,70.5,306.3,52.9,65.8,1.822,39.8,3.253
Chad Campbell,49,2017,"$1,329,941 ",0,29,97,20,3,0,70.1,285.6,67.2,69.1,1.794,53,3.361
Scott Piercy,45,2017,"$1,317,452 ",0,22,67,14,4,0,71,295.9,59.7,66.7,1.771,38,4.06
Branden Grace,35,2017,"$1,315,054 ",0,20,63,15,2,0,71,292,58.5,66.4,1.813,50.5,3.206
Kevin Streelman,45,2017,"$1,313,327 ",0,26,89,19,2,0,70,294,66,66.7,1.791,49.7,3.404
Chris Stroud,42,2017,"$1,308,445 ",0,22,59,9,2,0,70.6,286.8,65.7,66.2,1.754,45.5,3.729
Cody Gribble,33,2017,"$1,305,554 ",0,28,78,11,2,1,70.5,297.2,54.8,62.7,1.747,49.6,3.59
Morgan Hoffmann,34,2017,"$1,278,568 ",0,29,88,16,1,0,70.9,293.9,60.4,63.6,1.77,54.4,3.466
C.T. Pan,32,2017,"$1,267,649 ",0,29,87,14,3,0,70.1,287.2,64.2,67.2,1.808,54.2,3.126
Ross Fisher,43,2017,"$1,258,083 ",0,10,30,7,3,0,71.2,0,0,0,0,0,3.433
Nick Taylor,35,2017,"$1,255,259 ",0,29,96,20,4,0,69.9,291.6,61.7,66.1,1.796,47.7,3.354
Byeong Hun An,32,2017,"$1,236,090 ",0,22,73,17,3,0,70.4,300.3,57.2,64,1.789,48.9,3.397
William McGirt,44,2017,"$1,225,005 ",0,28,84,16,3,0,70.3,285.2,70,67.2,1.797,46.8,3.19
Bubba Watson,45,2017,"$1,223,129 ",0,22,63,13,4,0,71.3,305.8,59.5,62.9,1.791,46.3,3.492
Chris Kirk,38,2017,"$1,216,047 ",0,28,84,16,3,0,70.1,287,63.9,66.7,1.74,51.3,3.643
Jim Herman,46,2017,"$1,205,632 ",0,25,76,13,2,0,69.9,292.5,69,68.1,1.792,37.6,3.421
Alex Noren,41,2017,"$1,205,516 ",0,11,36,9,3,0,71.6,0,0,0,0,0,3.083
Jason Kokrak,38,2017,"$1,173,709 ",0,28,95,20,1,0,71.1,306.4,59.3,66.8,1.806,36.8,3.653
Whee Kim,32,2017,"$1,125,368 ",0,27,73,11,2,0,69.8,290,55.4,62.6,1.745,53.3,3.411
J.J. Spaun,33,2017,"$1,122,611 ",0,29,88,17,3,0,69.1,291.5,65.1,67.1,1.784,45.5,3.42
Patton Kizzire,38,2017,"$1,110,395 ",0,28,76,12,2,0,71.3,293,52.5,63.5,1.766,50,3.592
Tyrrell Hatton,32,2017,"$1,103,224 ",0,13,37,8,3,0,69.4,0,0,0,0,0,3.081
Jimmy Walker,45,2017,"$1,101,162 ",0,21,65,14,1,0,71.5,295.7,56.6,59.7,1.771,57.9,3.4
S.Y. Noh,32,2017,"$1,080,706 ",0,31,88,15,3,0,69.9,298.5,53.1,65.6,1.764,61.9,3.602
David Lingmerth,36,2017,"$1,070,754 ",0,23,75,16,1,0,70.9,290.6,63.7,63.1,1.741,56.1,3.667
Michael Kim,30,2017,"$1,018,204 ",0,28,90,18,1,0,70.5,289.6,59.7,65.7,1.771,53.5,3.656
Steve Stricker,57,2017,"$1,002,036 ",0,13,44,10,2,0,70.8,0,0,0,0,0,3.227
Camilo Villegas,42,2017,"$971,420 ",0,25,72,12,2,0,70.6,288.7,54.4,61.9,1.743,47,3.792
Ryan Blaum,40,2017,"$962,768 ",0,29,96,21,2,0,70.5,284.1,60.9,65.3,1.759,50.7,3.646
Luke Donald,46,2017,"$958,850 ",0,18,49,7,1,0,69.6,278.5,56.5,61.9,1.75,64.4,3.061
Scott Stallings,38,2017,"$955,337 ",0,27,78,14,3,0,69.7,297.6,57,67.9,1.792,44.3,3.359
Brian Gay,52,2017,"$942,372 ",0,25,78,14,3,0,70.3,278.7,65.5,63.5,1.748,54.2,3.372
Harold Varner III,33,2017,"$918,779 ",0,31,100,19,1,0,70.1,302.4,59.6,67.7,1.799,48,3.54
Derek Fathauer,38,2017,"$898,491 ",0,27,76,13,1,0,70.4,286.5,55.5,62.8,1.757,44.4,3.632
D.A. Points,47,2017,"$893,700 ",0,22,68,12,1,1,71.3,278.1,65.8,66.8,1.779,47.5,3.353
Martin Kaymer,39,2017,"$892,354 ",0,10,36,10,1,0,71.2,0,0,0,0,0,3.556
Richy Werenski,32,2017,"$890,262 ",0,26,74,14,2,0,70.5,291.2,65.9,67.4,1.786,44.7,3.514
Robert Garrigus,46,2017,"$880,905 ",0,26,74,12,2,0,69.3,300.7,59.5,68.6,1.764,48.5,3.892
Dominic Bozzelli,32,2017,"$868,519 ",0,24,65,9,3,0,71.3,294.4,56.6,62,1.783,43.2,3.569
Geoff Ogilvy,46,2017,"$867,249 ",0,25,72,13,1,0,71,286.5,62.6,65.5,1.804,57.5,3.139
Harris English,34,2017,"$864,959 ",0,27,76,13,2,0,70.8,301.9,51.4,64,1.792,59,3.592
Brandon Hagy,32,2017,"$861,227 ",0,26,77,15,1,0,70.6,312.7,52.5,64.5,1.787,54.7,3.662
Ben Martin,36,2017,"$850,319 ",0,27,80,14,2,0,70.8,291.7,63.7,65.8,1.784,52.9,3.638
Shane Lowry,36,2017,"$831,411 ",0,16,49,11,1,0,71.1,296.4,65.8,67.6,1.785,47.8,3.796
Martin Flores,42,2017,"$830,057 ",0,27,81,16,2,0,70.4,300.6,52.8,70.6,1.79,50,3.37
Daniel Summerhays,40,2017,"$826,124 ",0,29,95,19,1,0,70.5,287.1,63.7,63.4,1.774,49.1,3.305
Nick Watney,42,2017,"$824,162 ",0,23,69,13,1,0,70.7,300.9,55.7,66.4,1.807,56.1,3.319
Blayne Barber,34,2017,"$823,082 ",0,25,72,12,1,0,70.1,291.2,61.6,67.6,1.762,50.4,3.722
Hideto Tanihara,45,2017,"$816,347 ",0,11,30,7,1,0,72.1,0,0,0,0,0,2.9
Tyrone Van Aswegen,42,2017,"$806,410 ",0,32,97,18,1,0,70.8,287.2,59.8,66.4,1.793,60.8,3.433
David Hearn,44,2017,"$800,710 ",0,29,85,15,2,0,70.9,281,66.8,64.7,1.794,55.3,3.282
Vaughn Taylor,48,2017,"$797,385 ",0,26,85,18,0,0,69.8,282.4,68.3,66.7,1.759,55.8,3.647
Cameron Tringale,36,2017,"$792,814 ",0,28,84,15,3,0,70.1,280.9,58.2,64.4,1.775,52.9,3.429
Zac Blair,33,2017,"$788,352 ",0,32,100,20,1,0,69.9,272.7,69.7,64.7,1.778,56.3,3.26
Smylie Kaufman,31,2017,"$784,758 ",0,26,72,11,1,0,70.2,304.8,54.8,65.3,1.767,48.7,3.597
Ryan Palmer,47,2017,"$772,560 ",0,20,53,8,2,0,71.2,303.2,57.8,66.5,1.847,43.6,3.189
Bernd Wiesberger,38,2017,"$769,314 ",0,10,34,9,0,0,71.7,0,0,0,0,0,2.941
John Huh,33,2017,"$767,575 ",0,28,88,17,2,0,70.6,287.1,64.1,65.8,1.79,57.2,3.341
Trey Mullinax,31,2017,"$758,141 ",0,28,83,15,1,0,69.7,309.6,54.6,67,1.758,53.5,3.795
Aaron Baddeley,43,2017,"$755,356 ",0,20,57,10,2,0,71.4,292.6,52.2,62.6,1.755,58.4,3.491
Haotong Li,28,2017,"$751,972 ",0,5,16,3,1,0,73,0,0,0,0,0,2.813
Rory Sabbatini,47,2017,"$741,617 ",0,23,66,12,1,0,69.2,291.6,64.9,67.4,1.769,52,3.773
Greg Owen,52,2017,"$738,711 ",0,17,42,6,1,0,69.4,0,0,0,0,0,3.595
J.J. Henry,48,2017,"$734,874 ",0,29,86,16,2,0,70.9,294.1,62.6,69.4,1.822,40.3,2.977
Søren Kjeldsen,48,2017,"$722,913 ",0,17,49,10,1,0,71.8,273.6,69.2,62,1.755,49,3.347
Billy Hurley III,41,2017,"$719,579 ",0,25,80,15,1,0,71.1,276.9,60.6,63.6,1.772,43.5,3.575
Ricky Barnes,43,2017,"$697,624 ",0,31,92,17,0,0,70.9,284.9,54.3,63.5,1.762,51,3.337
Chad Collins,45,2017,"$693,743 ",0,26,63,6,2,0,70.2,281.4,59.3,60.9,1.779,53.2,3.079
Matt Fitzpatrick,29,2017,"$687,437 ",0,12,38,9,0,0,71.7,0,0,0,0,0,3.5
Johnson Wagner,43,2017,"$685,306 ",0,26,63,7,2,0,71.2,288.1,63.2,66.9,1.787,51.5,3.302
Sam Saunders,36,2017,"$678,117 ",0,24,71,12,1,0,69.6,293.6,64.7,65.2,1.751,53.7,3.873
J.T. Poston,30,2017,"$662,565 ",0,28,87,17,1,0,70.5,295.5,59.4,65.5,1.747,42,3.828
Séamus Power,37,2017,"$646,181 ",0,25,81,18,1,0,69.2,298.1,53.3,65.6,1.761,55.7,3.691
Graeme McDowell,44,2017,"$639,770 ",0,17,56,11,0,0,70.9,279.5,69.9,62.6,1.742,50.5,3.732
Cameron Percy,49,2017,"$623,694 ",0,23,66,13,1,0,69.5,292.5,60.2,69.9,1.806,52.9,3.364
Ben Crane,48,2017,"$618,483 ",0,26,79,16,1,0,70.8,278.5,68,65.7,1.778,54.5,3.329
Alex Cejka,53,2017,"$618,171 ",0,28,78,14,1,0,71.2,282.1,67.2,65.6,1.808,46.6,3.051
Brian Stuard,41,2017,"$588,806 ",0,31,87,15,0,0,71.4,272.6,71.3,63.3,1.771,46.4,3.345
Lee Westwood,50,2017,"$581,199 ",0,10,34,9,0,0,72.3,0,0,0,0,0,3.059
Troy Merritt,38,2017,"$569,682 ",0,28,76,11,1,0,71,290.2,61,64.8,1.778,52.4,3.513
Michael Thompson,38,2017,"$568,991 ",0,21,57,8,1,0,69.8,284.8,61.7,63.7,1.788,58.2,3.053
Sebastián Muñoz,31,2017,"$563,900 ",0,17,49,8,1,0,71.1,296,54.5,63.2,1.781,48.7,3.673
Jim Furyk,53,2017,"$558,097 ",0,18,51,9,1,0,71.2,271.4,72.1,66.1,1.794,45.6,3.02
Rick Lamb,--,2017,"$524,372 ",0,19,50,7,1,0,71.3,298,64.8,66.9,1.774,48.8,3.46
Jonathan Randolph,--,2017,"$511,032 ",0,22,63,12,1,0,71.4,287.7,64.2,62.9,1.78,45.9,3.46
Matt Jones,43,2017,"$510,622 ",0,20,56,10,0,0,70.6,302.6,57.1,63.1,1.778,57.1,3.554
Scott Hend,50,2017,"$501,635 ",0,6,22,5,2,0,71.2,0,0,0,0,0,3.318
Henrik Norlander,36,2017,"$498,914 ",0,5,18,4,1,0,69,0,0,0,0,0,4.111
Tag Ridings,49,2017,"$489,927 ",0,20,59,13,1,0,70.5,301.6,58.2,65.9,1.761,47.3,3.729
Spencer Levin,39,2017,"$469,730 ",0,31,86,13,1,0,70.2,279,67.8,65.6,1.8,47.9,3.035
Chris Wood,36,2017,"$456,562 ",0,9,28,7,0,0,71.9,0,0,0,0,0,3.036
Kyle Reifers,40,2017,"$454,570 ",0,32,88,14,0,0,71.3,286.1,65.1,66,1.817,48.7,2.898
Julián Etulain,35,2017,"$448,214 ",0,22,63,12,1,0,70.9,293.5,63.3,66.8,1.785,42.9,3.429
Ryan Armour,48,2017,"$443,006 ",0,20,59,10,1,0,70.5,278.8,72.7,70,1.799,37.3,3.339
Andres Gonzales,40,2017,"$422,078 ",0,24,70,13,1,0,69.5,299.2,55.8,67.7,1.78,53.7,3.6
